Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,Month Number,ZOHO_EMAIL_1,ZOHO_EMAIL_2,NUMBER
CA065,4-Aug-18,2582.79,2582.79,6-Aug-18,0,381.99,0,-381.99,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,5-Aug-18,186.37,186.37,6-Aug-18,0,400,0,-400,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,6-Aug-18,2105.75,2105.75,7-Aug-18,0,2257.72,0,-2257.72,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,7-Aug-18,1514.15,1514.15,8-Aug-18,0,40,0,-40,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,8-Aug-18,898.16,898.16,9-Aug-18,0,475,0,-475,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,10-Aug-18,3220.22,3220.22,13-Aug-18,0,929.23,0,-929.23,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,11-Aug-18,914.53,914.53,13-Aug-18,0,1002,0,-1002,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,12-Aug-18,620.51,620.51,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,13-Aug-18,2917.65,2917.65,14-Aug-18,0,865.23,0,-865.23,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,14-Aug-18,1278.97,1278.97,15-Aug-18,0,252.9,0,-252.9,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,16-Aug-18,2196.35,2196.35,17-Aug-18,0,1867.02,0,-1867.02,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,17-Aug-18,3525.45,3525.45,20-Aug-18,0,1020.28,0,-1020.28,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,18-Aug-18,4195.73,4195.73,20-Aug-18,0,578,0,-578,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,19-Aug-18,334.88,334.88,20-Aug-18,0,200,0,-200,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,20-Aug-18,5825.08,5825.08,21-Aug-18,0,449,0,-449,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,21-Aug-18,2530.3,2530.3,22-Aug-18,0,299,0,-299,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,22-Aug-18,1601.14,1601.14,23-Aug-18,0,40,0,-40,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,23-Aug-18,2122.89,2122.89,24-Aug-18,0,25,0,-25,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,25-Aug-18,1453.35,1453.35,27-Aug-18,0,945,0,-945,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,26-Aug-18,704.16,704.16,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,27-Aug-18,2796.6,2796.6,28-Aug-18,0,317.88,0,-317.88,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,28-Aug-18,1925.9,1925.9,29-Aug-18,0,1025,0,-1025,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,29-Aug-18,1977.63,1977.63,30-Aug-18,0,367,0,-367,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,30-Aug-18,1544.8,1544.8,31-Aug-18,0,299,0,-299,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA065,31-Aug-18,1508.87,1508.87,4-Sep-18,0,618.06,0,-618.06,0,0,0,0,0,0,0,,August,8,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,1-Aug-18,741.25,741.25,2-Aug-18,0,334,0,-334,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,2-Aug-18,424.75,424.75,3-Aug-18,0,728,0,-728,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,3-Aug-18,929.25,929.25,6-Aug-18,0,323,0,-323,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,4-Aug-18,1590.86,1590.86,6-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,6-Aug-18,687.52,687.52,7-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,7-Aug-18,543,543,8-Aug-18,0,1023,0,-1023,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,11-Aug-18,570.25,570.25,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,12-Aug-18,704.27,704.27,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,13-Aug-18,1362.08,1362.08,14-Aug-18,0,27,0,-27,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,14-Aug-18,255.97,255.97,15-Aug-18,0,175,0,-175,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,15-Aug-18,-132.43,0,,132.43,845,0,-845,0,132.43,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,16-Aug-18,70.44,70.44,17-Aug-18,0,767,0,-767,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,18-Aug-18,668.32,668.32,20-Aug-18,0,132,0,-132,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,19-Aug-18,284.68,284.68,20-Aug-18,0,326,0,-326,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,20-Aug-18,1275.68,1275.68,21-Aug-18,0,117,0,-117,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,21-Aug-18,577.51,577.51,22-Aug-18,0,301,0,-301,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,22-Aug-18,1069.28,1069.28,23-Aug-18,0,375,0,-375,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,23-Aug-18,303.48,303.48,24-Aug-18,0,115,0,-115,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,24-Aug-18,956.3,956.3,27-Aug-18,0,1096,0,-1096,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,25-Aug-18,732.96,732.96,27-Aug-18,0,815,0,-815,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,26-Aug-18,461.75,461.75,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,27-Aug-18,1047.76,1047.76,28-Aug-18,0,334,0,-334,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,28-Aug-18,804.34,804.34,29-Aug-18,0,170,0,-170,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,29-Aug-18,698.39,698.39,30-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,30-Aug-18,470.3,470.3,31-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA066,31-Aug-18,478.72,478.72,4-Sep-18,0,604,0,-604,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,1-Aug-18,815.1,815.1,2-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,2-Aug-18,111.13,111.13,3-Aug-18,0,465,0,-465,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,3-Aug-18,470.41,470.41,6-Aug-18,0,145,0,-145,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,4-Aug-18,-246.42,0,,246.42,576,0,-576,0,246.42,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,6-Aug-18,1426.92,1426.92,7-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,7-Aug-18,26.4,26.4,8-Aug-18,0,152.21,0,-152.21,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,8-Aug-18,139.02,139.02,9-Aug-18,0,434,0,-434,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,9-Aug-18,715.81,715.81,10-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,10-Aug-18,334.22,334.22,13-Aug-18,0,348,0,-348,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,11-Aug-18,703.92,703.92,13-Aug-18,0,297,0,-297,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,12-Aug-18,633.76,633.76,13-Aug-18,0,97,0,-97,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,13-Aug-18,741.71,741.71,14-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,15-Aug-18,711.65,711.65,16-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,16-Aug-18,562.76,562.76,17-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,20-Aug-18,474.04,474.04,21-Aug-18,0,629,0,-629,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,21-Aug-18,1100.1,1100.1,22-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,22-Aug-18,228.7,228.7,23-Aug-18,0,55,0,-55,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,23-Aug-18,330.1,330.1,24-Aug-18,0,102,0,-102,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,24-Aug-18,441.13,441.13,27-Aug-18,0,377,0,-377,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,25-Aug-18,308,308,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,26-Aug-18,415,415,27-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,27-Aug-18,422.26,422.26,28-Aug-18,0,55,0,-55,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,28-Aug-18,881.78,881.78,29-Aug-18,0,246,0,-246,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,29-Aug-18,25.94,25.94,30-Aug-18,0,612,0,-612,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA067,30-Aug-18,0.74,0.74,31-Aug-18,0,642,0,-642,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,1-Aug-18,309.42,309.42,2-Aug-18,0,833,0,-833,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,2-Aug-18,578.97,578.97,3-Aug-18,0,657,0,-657,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,3-Aug-18,1033.33,1033.33,6-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,4-Aug-18,-101.95,0,,101.95,424,0,-424,0,101.95,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,6-Aug-18,553.13,553.13,7-Aug-18,0,643,0,-643,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,7-Aug-18,908.28,908.28,8-Aug-18,0,102,0,-102,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,8-Aug-18,203,203,9-Aug-18,0,50,0,-50,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,10-Aug-18,747.93,747.93,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,11-Aug-18,1004.21,1004.21,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
CA068,12-Aug-18,293.02,293.02,13-Aug-18,0,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,0
