Store,Date,Gross Commissions,Commissions Percentage Tier 1,Commissions Tier 1,Commissions Percentage Tier 2,Commissions Tier 2,Total Commissions,Tax Preparation Revenue,Number of Tax Returns,Royalty Per Return,Tax Royalties,Net Tax Revenue,Total Revenue,Hourly Wages,Overtime,Bonus & Commissions,Payroll Taxes - ER,Workers Comp Insurance,Payroll Processing Fees,Policy Manager,Licenses and Permits,Rating Software,Motor Vehicle Reports,Loan Due From Franchisee,Minimum Royalty Fee,Servicing Fee,Trade Shows,Trust Acctg - A/R,Telephone,Postage,Television/Radio,Licenses & Permits,Trust Acct Shortage/Overage,Internet,On Hold Recording,Scanning Violation Penalty,Deposit Violation Penalty,Bad Debts,Print,Reimbursed Fees - Other,Gas,D&S Memberships,E&O Insurance,Rent,Supplies,Building/Office,Referral Fees,Small Equip Purchases Under$500,Small FF&E Under$500,Legal Fees,CAM Charges,Cell Phone,Security,Electricity,Accounting Violation Penalty,Advertising,DOI Appointment Fees,Notes,DOI License Fee,Entrepreneur Magazine,Franchise Gator Leads,Franchise Guide Supplies,Franchise Times Magazine,Leads,SEO (Search Engine Optimization),Renewals,Tax Software,Other Transactions,Previous Unpaid Balance,Total Deductions,Balance Due To/(From) Franchise,Email,Email 2,Email 3,Email 4,Email 5,Email 6
CA129,30-Jun-18,"$5,032.53",80.00%,"$4,026.02",,,"$4,026.02",$0.00,1,$30.00,-$30.00,-$30.00,"$3,996.02",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$70.00,"$1,200.00",,,,,,,,,,,,,,"$1,470.00","$2,526.02",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA130,30-Jun-18,"$15,005.37",85.00%,$4.56,80.00%,"$12,000.00","$12,004.56",$0.00,0,$0.00,$0.00,$0.00,"$12,004.56",,,,,,,$200.00,,,,,,,,$10.44,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,$60.00,"$1,200.00",,,,,,,,,,,,,,"$1,495.44","$10,509.12",fiestaca002@fiestainsurance.com,fiestaca002@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA131,30-Jun-18,"$28,242.08",85.00%,"$11,255.77",80.00%,"$12,000.00","$23,255.77",$470.10,1,$30.00,-$30.00,$440.10,"$23,695.87",,,,,,,$200.00,,,$25.63,,,,,$610.27,,,,,-$728.87,,,$75.00,$50.00,,,,,,,,,,,,,,,,,,$150.00,"$1,200.00",,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,"$2,082.03","$21,613.84",fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA132,30-Jun-18,"$7,732.48",80.00%,"$6,185.98",,,"$6,185.98",$0.00,0,$0.00,$0.00,$0.00,"$6,185.98",,,,,,,$200.00,,,,,,,,$108.45,,,,$29.00,-$51.97,,,$25.00,,,,,,,,,,,,,,,,,,,$100.00,"$1,200.00",,,,,,,,,,,,,,"$1,610.48","$4,575.50",fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA133,30-Jun-18,"$10,574.96",80.00%,"$8,459.97",,,"$8,459.97",$0.00,2,$30.00,-$60.00,-$60.00,"$8,399.97",,,,,,,$200.00,,,,,,,,$317.23,,,,,-$394.59,,,,,,,,,,,,,,,,,,,,,,$30.00,"$1,200.00",,,,,,,,,,,,,,"$1,352.64","$7,047.33",fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA136,30-Jun-18,"$3,775.91",80.00%,"$3,020.73",,,"$3,020.73",$0.00,0,$0.00,$0.00,$0.00,"$3,020.73",,,,,,,$200.00,,,,"$1,258.07",,,,$1.00,,,,$29.00,-$337.33,,,,,,,,,,,,,,,,,"$1,646.33",,,,,$20.00,"$1,200.00",,,,,,,,,,,,,,"$4,017.07",-$996.34,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA137,30-Jun-18,"$7,334.15",80.00%,"$5,867.32",,,"$5,867.32",$0.00,5,$30.00,-$150.00,-$150.00,"$5,717.32",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,"$1,253.58",,,,,,,,,,,,,,"$1,473.58","$4,243.74",fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA140,30-Jun-18,"$9,807.97",80.00%,"$7,846.38",,,"$7,846.38",$0.00,1,$30.00,-$30.00,-$30.00,"$7,816.38",,,,,,,$200.00,,,,,,,,$286.92,,,,,-$50.00,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$100.00,"$1,268.75",,,,,,,,,,,,,,"$1,880.67","$5,935.71",fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA141,30-Jun-18,"$5,352.43",80.00%,"$4,281.94",,,"$4,281.94",$170.00,0,$0.00,$0.00,$170.00,"$4,451.94",,,,,,,$200.00,,,$44.27,"$1,269.26",,,,$0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,"$1,200.00",,,,,,,,,,,,,,"$2,734.03","$1,717.91",fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA142,30-Jun-18,"$2,009.38",80.00%,"$1,607.50",,,"$1,607.50",$0.00,0,$0.00,$0.00,$0.00,"$1,607.50",,,,,,,$200.00,,,,"$1,258.07",,,,$256.84,,,,,-$319.57,,,,,,,,,,,,,,,,,,,,,,$10.00,"$1,200.00",,,,,,,,,,,,,,"$2,605.34",-$997.84,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA145,30-Jun-18,"$34,411.35",85.00%,"$16,499.65",80.00%,"$12,000.00","$28,499.65",$242.00,5,$30.00,-$150.00,$92.00,"$28,591.65",,,,,,,$200.00,,,,,,,,$107.34,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.00,"$1,200.00",,,,,,,,,,,,,,"$1,547.34","$27,044.31",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA146,30-Jun-18,"$18,224.31",85.00%,"$2,740.66",80.00%,"$12,000.00","$14,740.66",$0.00,0,$0.00,$0.00,$0.00,"$14,740.66",,,,,,,$200.00,,,$104.85,,,,,$401.00,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$90.00,"$1,200.00",,,,,,,,,,,,,,"$2,045.85","$12,694.81",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA147,30-Jun-18,"$2,995.46",80.00%,"$2,396.37",,,"$2,396.37",$0.00,0,$0.00,$0.00,$0.00,"$2,396.37",,,,,,,$200.00,,,,"$1,200.90",,,,$449.69,,,,$29.00,,,,,,,,,,,,,,,,,,,,,,,$60.00,"$1,200.00",,,,,,,,,,,,,,"$3,139.59",-$743.22,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA148,30-Jun-18,"$5,095.47",80.00%,"$4,076.38",,,"$4,076.38",$340.15,0,$0.00,$0.00,$340.15,"$4,416.53",,,,,,,$200.00,,,,"$1,258.07",,,,$32.39,,,,,-$198.84,,,,,,,,,,,,,,,,,,,,,,$40.00,$600.00,,,,,,,,,,,,,,"$1,931.62","$2,484.91",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA150,30-Jun-18,$981.00,80.00%,$784.80,,,$784.80,$185.00,3,$30.00,-$90.00,$95.00,$879.80,,,,,,,$200.00,,,,,,,,$526.46,,,,,-$180.57,,,$25.00,$150.00,,,,,,,,,,,,,,,,,,$60.00,$600.00,,,,,,,,,,,,,,"$1,380.89",-$501.09,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA152,30-Jun-18,"$1,844.20",80.00%,"$1,475.36",,,"$1,475.36",$0.00,0,$0.00,$0.00,$0.00,"$1,475.36",,,,,,,$200.00,,,,$991.82,,,,$0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,"$1,200.00",,,,,,,,,,,,,,"$2,402.74",-$927.38,fiestaca050@fiestainsurance.com,fiestaca050@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA153,30-Jun-18,"$3,717.71",80.00%,"$2,974.17",,,"$2,974.17",$0.00,0,$0.00,$0.00,$0.00,"$2,974.17",,,,,,,$200.00,,,,,,,,$5.00,,,,,,,,$75.00,$100.00,,,,,,,,,,,,,,,,,,,"$1,200.00",,,,,,,,,,,,,,"$1,580.00","$1,394.17",fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA154,30-Jun-18,"$12,128.55",77.50%,"$9,399.63",,,"$9,399.63",$150.00,5,$30.00,-$150.00,$0.00,"$9,399.63",,,,,,,$200.00,,,,$990.47,,,,,,,,,,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$10.00,"$1,253.57",,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,"$3,029.04","$6,370.59",fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA155,30-Jun-18,"$4,802.21",80.00%,"$3,841.77",,,"$3,841.77",$0.00,0,$0.00,$0.00,$0.00,"$3,841.77",,,,,,,$200.00,,,,,,,,$0.89,,,,,-$4.49,,,,,,,,,,,,,,,,,,,,,,$30.00,"$1,200.00",,,,,,,,,,,,,,"$1,426.40","$2,415.37",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA157,30-Jun-18,"$1,148.16",80.00%,$918.53,,,$918.53,$709.00,1,$30.00,-$30.00,$679.00,"$1,597.53",,,,,,,$200.00,,,,,,,,$0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,$653.57,,,,,,,,,,,,,,$853.60,$743.93,fiestaca050@fiestainsurance.com,fiestaca050@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA158,30-Jun-18,$201.19,80.00%,$160.95,,,$160.95,$0.00,0,$0.00,$0.00,$0.00,$160.95,,,,,,,$200.00,,,,,,,,$0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,$53.57,,,,,,,,,,,,,,$263.58,-$102.63,fiestaca050@fiestainsurance.com,fiestaca050@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,
CA159,30-Jun-18,"$2,757.30",80.00%,"$2,205.84",,,"$2,205.84",$0.00,0,$0.00,$0.00,$0.00,"$2,205.84",,,,,,,$200.00,,,,$473.51,,,,,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,,"$1,200.00",,,,,,,,,,,,,,"$1,898.51",$307.33,fiestaca007@fiestainsurance.com,fiestaca007@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca007@fiestainsurance.com
CA160,30-Jun-18,"$11,331.44",80.00%,"$9,065.15",,,"$9,065.15",$0.00,0,$0.00,$0.00,$0.00,"$9,065.15",,,,,,,$200.00,,,,,,,,$175.02,,,,,$0.02,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$50.00,"$1,200.00",,,,,,,,,,,,,,"$1,700.04","$7,365.11",fiestaca002@fiestainsurance.com,fiestaca002@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca002@fiestainsurance.com
CA161,30-Jun-18,"$6,469.50",80.00%,"$5,175.60",,,"$5,175.60",$352.00,1,$30.00,-$30.00,$322.00,"$5,497.60",,,,,,,$200.00,,,,,,,,$58.10,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,"$1,200.00",,,,,,,,,,,,,,"$1,478.10","$4,019.50",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca004@fiestainsurance.com
CA162,30-Jun-18,"$4,039.36",80.00%,"$3,231.49",,,"$3,231.49",$0.00,0,$0.00,$0.00,$0.00,"$3,231.49",,,,,,,$200.00,,,,,,,,$3.00,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,,$20.00,$600.00,,,,,,,,,,,,,,$873.00,"$2,358.49",fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca082@fiestainsurance.com
CA164,30-Jun-18,"$3,851.46",75.00%,"$2,888.60",,,"$2,888.60",$0.00,0,$0.00,$0.00,$0.00,"$2,888.60",,,,,,,$200.00,,,,,,,,$330.94,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,"$1,200.00",,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,"$2,260.94",$627.66,fiestaca164@fiestainsurance.com,fiestaca164@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca164@fiestainsurance.com
CA166,30-Jun-18,"$3,688.65",80.00%,"$2,950.92",,,"$2,950.92",$0.00,2,$30.00,-$60.00,-$60.00,"$2,890.92",,,,,,,$200.00,,,,"$1,237.10",,,,$795.81,,,,,-$678.33,,,,,,,,,,,,,,,,,,,,,,$50.00,$600.00,,,,,,,,,,,,,,"$2,204.58",$686.34,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca023@fiestainsurance.com
CA167,30-Jun-18,$367.35,80.00%,$293.88,,,$293.88,$0.00,0,$0.00,$0.00,$0.00,$293.88,,,,,,,$200.00,,,,,,,,$57.68,,,,,-$672.20,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,,,,,,-$384.52,$678.40,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca023@fiestainsurance.com
CA168,30-Jun-18,"$1,216.74",80.00%,$973.39,,,$973.39,$0.00,0,$0.00,$0.00,$0.00,$973.39,,,,,,,$200.00,,,$34.95,,,,,,,,,,-$390.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-$155.43,"$1,128.82",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca023@fiestainsurance.com
CA169,30-Jun-18,"$1,328.63",77.50%,"$1,029.69",,,"$1,029.69",$0.00,0,$0.00,$0.00,$0.00,"$1,029.69",,,,,,,$200.00,,,,,,,,$373.45,,,,,-$139.20,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$90.00,$600.00,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,"$1,699.25",-$669.56,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca030@fiestainsurance.com
CA171,30-Jun-18,$679.68,75.00%,$509.76,,,$509.76,$135.00,1,$30.00,-$30.00,$105.00,$614.76,,,,,,,$200.00,,,,,,,,,,,,,-$140.14,,,$25.00,$100.00,,,,,,,,,,,,,,,,,,$10.00,$600.00,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,"$1,294.86",-$680.10,fiestaca171@fiestainsurance.com,fiestaca171@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca171@fiestainsurance.com
CA172,30-Jun-18,"$2,442.10",80.00%,"$1,953.68",,,"$1,953.68",$0.00,1,$30.00,-$30.00,-$30.00,"$1,923.68",,,,,,,$200.00,,,,"$1,050.12",,,,,,,,,-$15.53,,,,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$600.00,,"$1,834.59",$89.09,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca011@fiestainsurance.com
CA177,30-Jun-18,$859.18,75.00%,$644.38,,,$644.38,$0.00,0,$0.00,$0.00,$0.00,$644.38,,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,$700.00,-$55.62,fiestaca177@fiestainsurance.com,fiestaca177@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca177@fiestainsurance.com
CA178,30-Jun-18,"$2,273.01",75.00%,"$1,704.76",,,"$1,704.76",$457.00,2,$30.00,-$60.00,$397.00,"$2,101.76",,,,,,,$200.00,,,,,,,,,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,$725.00,"$1,376.76",fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca178@fiestainsurance.com
CA180,30-Jun-18,"$2,950.04",75.00%,"$2,212.53",,,"$2,212.53",$0.00,0,$0.00,$0.00,$0.00,"$2,212.53",,,,,,,$200.00,,,$11.65,,,,,$0.03,,,,,,,,$50.00,$50.00,,,,,,,,,,,,,,,,,,$30.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,$841.68,"$1,370.85",fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca180@fiestainsurance.com
CA182,30-Jun-18,$603.63,75.00%,$452.72,,,$452.72,$0.00,0,$0.00,$0.00,$0.00,$452.72,,,,,,,$200.00,,,,,,,,,,,,$29.00,-$150.00,,,,,,,,,,,,,,,,,,,,,,-$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,$55.00,$569.00,-$171.28,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca182@fiestainsurance.com
CA184,30-Jun-18,"$3,655.80",77.50%,"$2,833.24",,,"$2,833.24",$0.00,0,$0.00,$0.00,$0.00,"$2,833.24",,,,,,,$200.00,,,,"$1,262.70",,,,$0.27,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,,$53.57,,,,,,,,,,,,,,"$1,541.54","$1,291.70",fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca154@fiestainsurance.com
CA186,30-Jun-18,"$1,270.83",75.00%,$953.12,,,$953.12,$0.00,0,$0.00,$0.00,$0.00,$953.12,,,,,,,$200.00,,,,,,,,,,,,$29.00,,,,$25.00,,,,,,,,,,,,,,,,,,,-$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,,,,$500.00,,$744.00,$209.12,fiestaca186@fiestainsurance.com,fiestaca186@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaca186@fiestainsurance.com
CO001,30-Jun-18,"$15,909.23",82.50%,$750.11,77.50%,"$11,625.00","$12,375.11",$160.00,7,$30.00,-$210.00,-$50.00,"$12,325.11",,,,,,,$200.00,,,,,,,,$50.50,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$40.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,040.50","$11,284.61",fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaco001@fiestainsurance.com
CO002,30-Jun-18,"$12,207.29",77.50%,"$9,460.65",,,"$9,460.65",$0.00,0,$0.00,$0.00,$0.00,"$9,460.65",,,,,,,$200.00,,,,,,,,$138.09,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$100.00,,,,,,,,,,$200.00,,,,,$688.09,"$8,772.56",fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestaco001@fiestainsurance.com
FL001,30-Jun-18,"$42,407.31",80.00%,"$21,925.85",75.00%,"$11,250.00","$33,175.85",$0.00,0,$0.00,$0.00,$0.00,"$33,175.85",,,,,,,$200.00,,,,,,,,$109.33,,,,$61.98,,,,,$50.00,,,,,,,,,,,,,,,,,,$160.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,281.31","$31,894.54",fiestafl001@fiestainsurance.com,fiestafl001@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl001@fiestainsurance.com
FL004,30-Jun-18,"$14,087.43",75.00%,"$10,565.57",,,"$10,565.57",$0.00,0,$0.00,$0.00,$0.00,"$10,565.57",,,,,,,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,$910.00,"$9,655.57",fiestafl004@fiestainsurance.com,fiestafl004@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl004@fiestainsurance.com
FL005,30-Jun-18,"$35,992.29",82.50%,"$17,318.64",77.50%,"$11,625.00","$28,943.64",$0.00,0,$0.00,$0.00,$0.00,"$28,943.64",,,,,,,$200.00,,,,,,,,"$1,249.42",,,,,-$0.58,,,,$50.00,,,,,,,,,,,,,,,,,,$220.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$2,418.84","$26,524.80",fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl014@fiestainsurance.com
FL006,30-Jun-18,"$2,224.27",80.00%,"$1,779.42",,,"$1,779.42",$177.00,0,$0.00,$0.00,$177.00,"$1,956.42",,,,,,,$200.00,,,,$789.19,,,,,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,$200.00,,,,,"$1,259.19",$697.23,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl019@fiestainsurance.com
FL010,30-Jun-18,"$17,978.43",80.00%,"$2,382.74",75.00%,"$11,250.00","$13,632.74",$0.00,0,$0.00,$0.00,$0.00,"$13,632.74",,,,,,,$200.00,,,$8.35,,,,,$271.48,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,209.83","$12,422.91",fiestafl010@fiestainsurance.com,fiestafl010@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl010@fiestainsurance.com
FL011,30-Jun-18,"$14,779.55",77.50%,"$11,454.15",,,"$11,454.15",$0.00,0,$0.00,$0.00,$0.00,"$11,454.15",,,,,,,$200.00,,,$41.75,,,,,$993.78,,,,,,,,,$300.00,,,,,,,,,,,,,,,,,,$30.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$2,265.53","$9,188.62",fiestafl011@fiestainsurance.com,fiestafl011@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl011@fiestainsurance.com
FL013,30-Jun-18,"$8,168.37",77.50%,"$6,330.49",,,"$6,330.49",$0.00,0,$0.00,$0.00,$0.00,"$6,330.49",,,,,,,$200.00,,,,$631.35,,,,$663.17,,,,,$258.53,,,,$50.00,,,,,,,,,,,,,,,,,,$50.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$2,553.05","$3,777.44",fiestafl022@fiestainsurance.com,fiestafl022@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl022@fiestainsurance.com
FL014,30-Jun-18,"$32,082.71",82.50%,"$14,093.24",77.50%,"$11,625.00","$25,718.24",$0.00,0,$0.00,$0.00,$0.00,"$25,718.24",,,,,,,$200.00,,,,,,,,$664.87,,,,,,,,,,,,,,,,,,,,,,,,,,,$130.00,,,,,,,,,,$200.00,,,,,"$1,194.87","$24,523.37",fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl014@fiestainsurance.com
FL019,30-Jun-18,"$23,201.16",85.00%,"$6,970.99",80.00%,"$12,000.00","$18,970.99",$357.00,1,$30.00,-$30.00,$327.00,"$19,297.99",,,,,,,$200.00,,,,,,,,$27.00,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$70.00,,,"$500 Fee In ""Other Transactions"" Is For National Conference",,,,,,,$200.00,,,$500.00,,"$1,097.00","$18,200.99",fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,fiestaoperations@fiestainsurance.com,adominguez@fiestainsurance.com,fiestafl019@fiestainsurance.com
