Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,Month Number,Report Month
TX022,10-Jul-18,531.52,0,,,0,0,,0,,0,0,0,0,,,fiestatx022@fiestainsurance.com,fiestatx022@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX022@fiestainsurance.com,7,
TX023,10-Jul-18,164.31,0,,,0,0,,0,,0,0,0,0,,,fiestatx023@fiestainsurance.com,fiestatx023@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX023@fiestainsurance.com,7,
TX030,10-Jul-18,110.08,0,,,100,0,,0,,0,0,0,0,,,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX030@fiestainsurance.com,7,
TX031,10-Jul-18,544.23,0,,,235.6,0,,0,,0,0,0,0,,,fiestatx031@fiestainsurance.com,fiestatx031@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX031@fiestainsurance.com,7,
TX032,10-Jul-18,50.65,0,,,0,0,,0,,0,0,0,0,,,fiestatx032@fiestainsurance.com,pcastro@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX032@fiestainsurance.com,7,
TX033,10-Jul-18,713.69,0,,,0,0,,0,,0,0,0,0,,,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX033@fiestainsurance.com,7,
TX034,10-Jul-18,465.49,0,,,0,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX034@fiestainsurance.com,7,
TX038,10-Jul-18,134.36,0,,,50,0,,0,,0,0,0,0,,,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX038@fiestainsurance.com,7,
TX039,10-Jul-18,0,0,,,0,0,,0,,0,0,0,0,,,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX039@fiestainsurance.com,7,
TX040,10-Jul-18,156.02,0,,,198,0,,0,,0,0,0,0,,,fiestatx040@fiestainsurance.com,fiestatx040@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX040@fiestainsurance.com,7,
TX041,10-Jul-18,97,0,,,0,0,,0,,0,0,0,0,,,fiestatx019@fiestainsurance.com,fiestatx019@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX041@fiestainsurance.com,7,
TX042,10-Jul-18,31.5,0,,,225.84,0,,0,,0,0,0,0,,,fiestatx042@fiestainsurance.com,fiestatx042@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX042@fiestainsurance.com,7,
TX043,10-Jul-18,209.12,0,,,0,0,,0,,0,0,0,0,,,fiestatx043@fiestainsurance.com,fiestatx043@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX043@fiestainsurance.com,7,
TX045,10-Jul-18,317.86,0,,,0,0,,0,,0,0,0,0,,,fiestatx045@fiestainsurance.com,fiestatx045@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX045@fiestainsurance.com,7,
TX046,10-Jul-18,121.18,0,,,0,0,,0,,0,0,0,0,,,fiestatx046@fiestainsurance.com,fiestatx046@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX046@fiestainsurance.com,7,
TX047,10-Jul-18,66.33,0,,,0,0,,0,,0,0,0,0,,,fiestatx047@fiestainsurance.com,fiestatx047@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX047@fiestainsurance.com,7,
TN002,10-Jul-18,0,0,,,0,0,,0,,0,0,0,0,,,fiestatn002@fiestainsurance.com,fiestatn002a@fiestainsurance.com,acc@fiestainsurance.com,acc_tn@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTN002@fiestainsurance.com,7,
