Store,Date,Gross Commissions,Commissions Percentage Tier 1,Commissions Tier 1,Commissions Percentage Tier 2,Commissions Tier 2,Total Commissions,Tax Preparation Revenue,Number of Tax Returns,Royalty Per Return,Tax Royalties,Net Tax Revenue,Total Revenue,Hourly Wages,Overtime,Bonus & Commissions,Payroll Taxes - ER,Workers Comp Insurance,Payroll Processing Fees,Policy Manager,Licenses and Permits,Rating Software,Motor Vehicle Reports,Loan Due From Franchisee,Minimum Royalty Fee,Servicing Fee,Trade Shows,Trust Acctg - A/R,Telephone,Postage,Television/Radio,Licenses & Permits,Trust Acct Shortage/Overage,Internet,On Hold Recording,Scanning Violation Penalty,Deposit Violation Penalty,Bad Debts,Print,Reimbursed Fees - Other,Gas,D&S Memberships,E&O Insurance,Rent,Supplies,Building/Office,Referral Fees,Small Equip Purchases Under$500,Small FF&E Under$500,Legal Fees,CAM Charges,Cell Phone,Security,Electricity,Accounting Violation Penalty,Advertising,DOI Appointment Fees,Notes,DOI License Fee,Entrepreneur Magazine,Franchise Gator Leads,Franchise Guide Supplies,Franchise Times Magazine,Leads,SEO (Search Engine Optimization),Renewals,Tax Software & Services,Other Transactions,Previous Unpaid Balance,Total Deductions,Balance Due To/(From) Franchise,Email,Email 2,Email 3,Email 4,Email 5,
CA129,31-May-18,"$5,879.88",80.00%,"$4,703.90",,,"$4,703.90","$1,733.95",25,$30.00,-$750.00,$983.95,"$5,687.85",,,,,,,$200.00,,,,,,,,,,,,,-$131.83,,,,$50.00,,,,,,,,,,,,,,,,,,$10.00,"$1,200.00",,,,,,,,,,,,,,"$1,328.17","$4,359.68",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA130,31-May-18,"$20,135.33",85.00%,"$4,365.03",80.00%,"$12,000.00","$16,365.03","$1,150.00",7,$30.00,-$210.00,$940.00,"$17,305.03",,,,,,,$200.00,,,,,,,,$93.21,,,,,$13.14,,,,$100.00,,,,,,,,,,,,,,,,,,$90.00,"$1,200.00",,,,,,,,,,,,,,"$1,696.35","$15,608.68",fiestaca002@fiestainsurance.com,fiestaca002@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA131,31-May-18,"$18,260.42",85.00%,"$2,771.36",80.00%,"$12,000.00","$14,771.36","$9,261.00",36,$30.00,"-$1,080.00","$8,181.00","$22,952.36",,,,,,,$200.00,,,$28.05,$900.00,,,,"$1,026.88",,,,,-$363.58,,,$50.00,,,,,,,,,,,,,,,,,,,$370.00,"$1,200.00",,,,,,,,,,,,,,"$3,411.35","$19,541.01",fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA132,31-May-18,"$13,231.33",80.00%,"$10,585.06",,,"$10,585.06","$4,699.00",41,$30.00,"-$1,230.00","$3,469.00","$14,054.06",,,,,,,$200.00,,,,"$1,025.00",,,,$762.55,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,,$250.00,"$1,200.00",,,,,,,,,,,,,,"$3,487.55","$10,566.51",fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA133,31-May-18,"$12,206.45",80.00%,"$9,765.16",,,"$9,765.16","$1,449.00",20,$30.00,-$600.00,$849.00,"$10,614.16",,,,,,,$200.00,,,,$500.00,,,,$818.83,,,,$29.00,-$387.95,,,$25.00,,,,,,,,,,,,,,,,,,,$240.00,"$1,200.00",,,,,,,,,,,,,,"$2,624.88","$7,989.28",fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA136,31-May-18,"$2,669.04",80.00%,"$2,135.23",,,"$2,135.23","$2,276.10",5,$30.00,-$150.00,"$2,126.10","$4,261.33",,,,,,,$200.00,,,,"$1,383.07",,,,$869.50,,,,,"-$1,485.35",,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$90.00,$600.00,,,,,,,,,,,,,,"$1,732.22","$2,529.11",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA137,31-May-18,"$10,429.80",80.00%,"$8,343.84",,,"$8,343.84",$401.10,31,$30.00,-$930.00,-$528.90,"$7,814.94",,,,,,,$200.00,,,,$775.00,,,,$65.00,,,,,-$460.35,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$40.00,"$1,200.00",,,,,,,,,,,,,,"$1,894.65","$5,920.29",fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA140,31-May-18,"$12,120.74",80.00%,"$9,696.59",,,"$9,696.59","$2,995.05",19,$30.00,-$570.00,"$2,425.05","$12,121.64",,,,,,,$200.00,,,$35.70,"$1,714.66",,,,$434.24,,,,,$0.90,,,$25.00,$100.00,,,,,,,,,,,,,,,,,,$90.00,"$1,268.75",,,,,,,,,,,,,,"$3,869.25","$8,252.39",fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA141,31-May-18,"$7,284.42",80.00%,"$5,827.54",,,"$5,827.54","$1,131.05",8,$30.00,-$240.00,$891.05,"$6,718.59",,,,,,,$200.00,,,$20.40,"$1,469.26",,,,$19.02,,,,,-$119.84,,,$25.00,,,,,,,,,,,,,,,,,,,$30.00,"$1,200.00",,,,,,,,,,,,,,"$2,843.84","$3,874.75",fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA142,31-May-18,"$2,276.38",80.00%,"$1,821.10",,,"$1,821.10",$764.00,2,$30.00,-$60.00,$704.00,"$2,525.10",,,,,,,$200.00,,,,"$1,308.07",,,,"$1,079.50",,,,,-$411.96,,,$25.00,,,,,,,,,,,,,,,,,,,,$600.00,,,,,,,,,,,,,,"$2,800.61",-$275.51,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA145,31-May-18,"$47,689.34",85.00%,"$27,785.94",80.00%,"$12,000.00","$39,785.94","$8,797.00",40,$30.00,"-$1,200.00","$7,597.00","$47,382.94",,,,,,,$200.00,,,,,,,,$535.33,,,,,-$947.00,,,,$50.00,,,,,,,,,,,,,,,,,,$70.00,"$1,200.00",,,,,,,,,,,,,,"$1,108.33","$46,274.61",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA146,31-May-18,"$22,240.41",85.00%,"$6,154.35",80.00%,"$12,000.00","$18,154.35","$3,345.00",38,$30.00,"-$1,140.00","$2,205.00","$20,359.35",,,,,,,$200.00,,,$102.00,"$2,189.66",,,,$305.66,,,,,-$991.14,,,$75.00,$50.00,,,,,,,,,,,,,,,,,,$180.00,"$1,200.00",,,,,,,,,,,,,,"$3,311.18","$17,048.17",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA147,31-May-18,"$4,766.75",80.00%,"$3,813.40",,,"$3,813.40","$1,119.00",19,$30.00,-$570.00,$549.00,"$4,362.40",,,,,,,$200.00,,,,"$1,675.90",,,,$225.62,,,,$58.00,-$166.73,,,,$50.00,,,,,,,,,,,,,,,,,,$100.00,"$1,200.00",,,,,,,,,,,,,,"$3,342.79","$1,019.61",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA148,31-May-18,"$8,634.58",80.00%,"$6,907.66",,,"$6,907.66","$2,734.00",17,$30.00,-$510.00,"$2,224.00","$9,131.66",,,,,,,$200.00,,,,"$1,683.07",,,,$880.76,,,,,-$247.75,,,,$50.00,,,,,,,,,,,,,,,,,,$30.00,$600.00,,,,,,,,,,,,,,"$3,196.08","$5,935.58",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA150,31-May-18,"$1,992.52",80.00%,"$1,594.02",,,"$1,594.02","$1,821.00",27,$30.00,-$810.00,"$1,011.00","$2,605.02",,,,,,,$200.00,,,,,,,,$325.36,,,,,"-$1,425.85",,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,,,,,,-$860.49,"$3,465.51",fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA152,31-May-18,"$1,788.49",80.00%,"$1,430.79",,,"$1,430.79",$645.00,13,$30.00,-$390.00,$255.00,"$1,685.79",,,,,,,$200.00,,,$33.15,"$1,316.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,"$1,200.00",,,,,,,,,,,,,,"$2,769.97","-$1,084.18",fiestaca050@fiestainsurance.com,fiestaca050@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA153,31-May-18,"$5,645.22",80.00%,"$4,516.18",,,"$4,516.18",$881.95,17,$30.00,-$510.00,$371.95,"$4,888.13",,,,,,,$200.00,,,$22.95,"$1,824.78",,,,,,,,,,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,,"$1,200.00",,,,,,,,,,,,,,"$3,322.73","$1,565.40",fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA154,31-May-18,"$10,029.30",75.00%,"$7,521.98",,,"$7,521.98","$3,069.00",36,$30.00,"-$1,080.00","$1,989.00","$9,510.98",,,,,,,$200.00,,,,"$1,890.47",,,,$14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,$30.00,"$1,200.00",,,,,,,,,,,,,,"$3,334.57","$6,176.41",fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA155,31-May-18,"$5,075.79",80.00%,"$4,060.63",,,"$4,060.63",$0.00,5,$30.00,-$150.00,-$150.00,"$3,910.63",,,,,,,$200.00,,,,$6.29,,,,$177.24,,,,,-$0.10,,,$25.00,$200.00,,,,,,,,,,,,,,,,,,$40.00,"$1,200.00",,,,,,,,,,,,,,"$1,848.43","$2,062.20",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA157,31-May-18,"$2,629.57",80.00%,"$2,103.66",,,"$2,103.66","$3,403.20",34,$30.00,"-$1,020.00","$2,383.20","$4,486.86",,,,,,,$200.00,,,,"$1,925.74",,,,$0.03,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$50.00,$600.00,,,,,,,,,,,,,,"$2,875.77","$1,611.09",fiestaca050@fiestainsurance.com,fiestaca050@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA158,31-May-18,,80.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,$29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$29.00,-$29.00,fiestaca050@fiestainsurance.com,fiestaca050@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA159,31-May-18,"$3,945.03",80.00%,"$3,156.02",,,"$3,156.02",$0.00,0,$0.00,$0.00,$0.00,"$3,156.02",,,,,,,$200.00,,,,,,,,$58.50,,,,,-$252.74,,,,,,,,,,,,,,,,,,,,,,$30.00,$600.00,,,,,,,,,,,,,$158.38,$635.76,"$2,361.88",fiestaca007@fiestainsurance.com,fiestaca007@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca007@fiestainsurance.com
CA160,31-May-18,"$9,125.20",80.00%,"$7,300.16",,,"$7,300.16",$954.00,12,$30.00,-$360.00,$594.00,"$7,894.16",,,,,,,$200.00,,,,,,,,$228.03,,,,,$0.03,,,$75.00,$50.00,,,,,,,,,,,,,,,,,,$30.00,"$1,200.00",,,,,,,,,,,,,,"$1,783.06","$6,111.10",fiestaca002@fiestainsurance.com,fiestaca002@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca002@fiestainsurance.com
CA161,31-May-18,"$4,805.72",80.00%,"$3,844.58",,,"$3,844.58","$15,549.95",67,$30.00,"-$2,010.00","$13,539.95","$17,384.53",,,,,,,$200.00,,,,,,,,$453.61,,,,,,,,,,,,,,,,,,,,,,,,,,,$50.00,"$1,200.00",,,,,,,,,,,,,,"$1,903.61","$15,480.92",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca004@fiestainsurance.com
CA162,31-May-18,"$5,085.39",80.00%,"$4,068.31",,,"$4,068.31",$160.00,11,$30.00,-$330.00,-$170.00,"$3,898.31",,,,,,,$200.00,,,,"$1,218.55",,,,$169.91,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,$600.00,,,,,,,,,,,,,,"$2,208.46","$1,689.85",fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca082@fiestainsurance.com
CA164,31-May-18,"$5,989.07",75.00%,"$4,491.80",,,"$4,491.80","$1,570.00",14,$30.00,-$420.00,"$1,150.00","$5,641.80",,,,,,,$200.00,,,,,,,,$394.84,,,,,,,,$25.00,,,,,,,,,,,,,,,,,,,$50.00,$600.00,,,,,,,,,,,,,,"$1,269.84","$4,371.96",fiestaca164@fiestainsurance.com,fiestaca164@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca164@fiestainsurance.com
CA166,31-May-18,"$1,814.22",80.00%,"$1,451.38",,,"$1,451.38","$3,079.30",39,$30.00,"-$1,170.00","$1,909.30","$3,360.68",,,,,,,$200.00,,,,"$2,212.10",,,,$818.89,,,,,"-$2,009.56",,,,$100.00,,,,,,,,,,,,,,,,,,$180.00,$600.00,,,,,,,,,,,,,,"$2,101.43","$1,259.25",fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca023@fiestainsurance.com
CA167,31-May-18,,80.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$650.00,,,$650.00,-$650.00,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca023@fiestainsurance.com
CA168,31-May-18,,80.00%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$650.00,,,$650.00,-$650.00,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca023@fiestainsurance.com
CA169,31-May-18,$841.75,77.50%,$652.36,,,$652.36,$0.00,1,$30.00,-$30.00,-$30.00,$622.36,,,,,,,$200.00,,,,,,,,,,,,,-$250.51,,,,$100.00,,,,,,,,,,,,,,,,,,$50.00,$600.00,,,,,,,,,,,,,,$699.49,-$77.13,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca030@fiestainsurance.com
CA171,31-May-18,"$1,672.22",75.00%,"$1,254.16",,,"$1,254.16",$700.00,15,$30.00,-$450.00,$250.00,"$1,504.16",,,,,,,$200.00,,,,,,,,$5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.00,,,,,,,,,,,,,,,$225.00,"$1,279.16",fiestaca171@fiestainsurance.com,fiestaca171@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca171@fiestainsurance.com
CA172,31-May-18,"$1,033.66",80.00%,$826.93,,,$826.93,$167.00,4,$30.00,-$120.00,$47.00,$873.93,,,,,,,$200.00,,,,"$1,150.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,$600.00,,,,,,,,,,,,,,"$1,960.12","-$1,086.19",fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca011@fiestainsurance.com
CA177,31-May-18,$68.60,75.00%,$51.45,,,$51.45,$0.00,0,$0.00,$0.00,$0.00,$51.45,,,,,,,,,,,,,,,$370.48,,,,$29.00,-$397.11,,,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,,,$650.00,,,$682.37,-$630.92,fiestaca177@fiestainsurance.com,fiestaca177@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca177@fiestainsurance.com
CA178,31-May-18,"$2,225.76",75.00%,"$1,669.32",,,"$1,669.32",$960.00,14,$30.00,-$420.00,$540.00,"$2,209.32",,,,,,,$200.00,,,,,,,,,,,,,-$682.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,697.71",-$482.37,$993.98,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca178@fiestainsurance.com
CA180,31-May-18,$300.80,75.00%,$225.60,,,$225.60,$904.00,17,$30.00,-$510.00,$394.00,$619.60,,,,,,,$200.00,,,,,,,,$330.04,,,,,-$778.01,,,,$50.00,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,,,,,"$1,150.00",-$187.97,-$342.43,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca180@fiestainsurance.com
CA184,31-May-18,,77.50%,$0.00,,,$0.00,$0.00,0,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,$29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$29.00,-$29.00,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaca154@fiestainsurance.com
CO001,31-May-18,"$13,439.55",77.50%,"$10,415.65",,,"$10,415.65","$1,935.05",90,$30.00,"-$2,700.00",-$764.95,"$9,650.70",,,,,,,$200.00,,,,,,,,$492.45,,,,,,,,$25.00,$50.00,,,,,,,,,,,,,,,,,,$80.00,,,,,,,,,,$200.00,,,,,"$1,047.45","$8,603.25",fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaco001@fiestainsurance.com
CO002,31-May-18,"$13,891.71",77.50%,"$10,766.08",,,"$10,766.08",$0.00,0,$0.00,$0.00,$0.00,"$10,766.08",,,,,,,$200.00,,,,,,,,$503.54,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,,,,,,$200.00,,$500.00,,,"$1,603.54","$9,162.54",fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaco001@fiestainsurance.com
FL001,31-May-18,"$38,019.65",80.00%,"$18,415.72",75.00%,"$11,250.00","$29,665.72",$0.00,0,$0.00,$0.00,$0.00,"$29,665.72",,,,,,,$200.00,,,$36.00,,,,,"$1,138.93",,,,,,,,,,,,,,,,,,,,,,,,,,,$50.00,,,,,,,,,,$200.00,,,,,"$1,624.93","$28,040.79",fiestafl001@fiestainsurance.com,fiestafl001@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl001@fiestainsurance.com
FL004,31-May-18,"$12,473.41",75.00%,"$9,355.06",,,"$9,355.06",$0.00,8,$30.00,-$240.00,-$240.00,"$9,115.06",,,,,,,$200.00,,,$47.70,,,,,"$2,444.87",,,,,"-$2,116.00",,,,,,,,,,,,,,,,,,,,,,$40.00,,,,,,,,,,$200.00,,,,,$816.57,"$8,298.49",fiestafl004@fiestainsurance.com,fiestafl004@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl004@fiestainsurance.com
FL005,31-May-18,"$55,778.38",82.50%,"$33,642.16",77.50%,"$11,625.00","$45,267.16",$0.00,0,$0.00,$0.00,$0.00,"$45,267.16",,,,,,,$200.00,,,,,,,,$350.24,,,,$61.98,,,,,,,,,,,,,,,,,,,,,,,$120.00,,,,,,,,,,$200.00,,,,,$932.22,"$44,334.94",fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl014@fiestainsurance.com
FL006,31-May-18,"$9,346.42",80.00%,"$7,477.14",,,"$7,477.14",$205.00,7,$30.00,-$210.00,-$5.00,"$7,472.14",,,,,,,$200.00,,,,$964.19,,,,$96.02,,,,,,,,,,,,,,,,,,,,,,,,,,,$50.00,,,,,,,,,,$200.00,,,,,"$1,510.21","$5,961.93",fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl019@fiestainsurance.com
FL010,31-May-18,"$19,508.57",80.00%,"$3,606.86",75.00%,"$11,250.00","$14,856.86",$818.00,8,$30.00,-$240.00,$578.00,"$15,434.86",,,,,,,$200.00,,,$211.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200.00,,,,,$611.00,"$14,823.86",fiestafl010@fiestainsurance.com,fiestafl010@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl010@fiestainsurance.com
FL011,31-May-18,"$13,563.07",77.50%,"$10,511.38",,,"$10,511.38",$0.00,0,$0.00,$0.00,$0.00,"$10,511.38",,,,,,,$200.00,,,$31.00,,,,,$184.00,,,,,,,,,$100.00,,,,,,,,,,,,,,,,,,$50.00,,,,,,,,,,$200.00,,,,,$765.00,"$9,746.38",fiestafl011@fiestainsurance.com,fiestafl011@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl011@fiestainsurance.com
FL013,31-May-18,"$7,028.48",77.50%,"$5,447.07",,,"$5,447.07",$0.00,0,$0.00,$0.00,$0.00,"$5,447.07",,,,,,,$200.00,,,,$629.04,,,,"$1,005.83",,,,$363.98,,,,,,,,,,,,,,,,,,,,,,,$170.00,,,,,,,,,,$200.00,,,,,"$2,568.85","$2,878.22",fiestafl022@fiestainsurance.com,fiestafl022@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl022@fiestainsurance.com
FL014,31-May-18,"$44,802.93",82.50%,"$24,587.42",77.50%,"$11,625.00","$36,212.42",$0.00,0,$0.00,$0.00,$0.00,"$36,212.42",,,,,,,$200.00,,,,,,,,"$1,348.77",,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,$90.00,,,,,,,,,,$200.00,,,,,"$1,888.77","$34,323.65",fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl014@fiestainsurance.com
FL019,31-May-18,"$34,549.41",85.00%,"$16,617.00",80.00%,"$12,000.00","$28,617.00","$1,817.00",14,$30.00,-$420.00,"$1,397.00","$30,014.00",,,,,,,$200.00,,,,$350.00,,,,$328.51,,,,,,,,,,,,,,,,,,,,,,,,,,,$160.00,,,,,,,,,,$200.00,,,,,"$1,238.51","$28,775.49",fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl019@fiestainsurance.com
FL020,31-May-18,"$7,003.03",75.00%,"$5,252.27",,,"$5,252.27","$1,325.00",9,$30.00,-$270.00,"$1,055.00","$6,307.27",,,,,,,$200.00,,,,,,,,$785.28,,,,,$236.13,,,,$50.00,,,,,,,,,,,,,,,,,,$320.00,,,,,,,,,,$200.00,,,,,"$1,791.41","$4,515.86",fiestafl020@fiestainsurance.com,fiestafl020@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl020@fiestainsurance.com
FL021,31-May-18,"$7,723.71",77.50%,"$5,985.88",,,"$5,985.88",$0.00,13,$30.00,-$390.00,-$390.00,"$5,595.88",,,,,,,$200.00,,,$31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,$200.00,,,,,$441.00,"$5,154.88",fiestafl021@fiestainsurance.com,fiestafl021@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl021@fiestainsurance.com
FL022,31-May-18,"$11,371.15",77.50%,"$8,812.64",,,"$8,812.64",$0.00,0,$0.00,$0.00,$0.00,"$8,812.64",,,,,,,$200.00,,,$47.70,$220.16,,,,"$3,371.40",,,,,,,,,$150.00,,,,,,,,,,,,,,,,,,$380.00,,,,,,,,,,$200.00,,,,,"$4,569.26","$4,243.38",fiestafl022@fiestainsurance.com,fiestafl022@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl022@fiestainsurance.com
FL023,31-May-18,"$1,857.52",80.00%,"$1,486.02",,,"$1,486.02",$0.00,0,$0.00,$0.00,$0.00,"$1,486.02",,,,,,,$200.00,,,,"$1,262.70",,,,$666.58,,,,$423.98,,,,,$50.00,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,$200.00,,,,,"$2,833.26","-$1,347.24",fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,jonathanp@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestafl019@fiestainsurance.com
